*	alice29.txt=2.785329835010767,cp.html=3.1398790864012365,asyoulik.txt=2.1760912590556813,fields.c=3.7151673578484576,grammar.lsp=2.732393759822968,lcet10.txt=3.814913181275074,plrabn12.txt=2.0,xargs.1=1.8450980400142567,8
subtlety*	plrabn12.txt=1.3010299956639813,1
subtly*	lcet10.txt=1.0,plrabn12.txt=1.0,2
suburb*	plrabn12.txt=1.0,1
suburban*	lcet10.txt=1.0,1
subverting*	plrabn12.txt=1.0,1
succeed*	plrabn12.txt=1.6020599913279623,1
succeeded*	alice29.txt=1.4771212547196624,lcet10.txt=1.0,2
succeeds*	xargs.1=1.0,1
success*	lcet10.txt=1.6989700043360187,plrabn12.txt=1.7781512503836434,2
successes*	lcet10.txt=1.0,plrabn12.txt=1.3010299956639813,2
successful*	lcet10.txt=1.6020599913279623,plrabn12.txt=1.3010299956639813,2
successfully*	lcet10.txt=1.4771212547196624,asyoulik.txt=1.0,2
succession*	plrabn12.txt=1.0,1
successive*	plrabn12.txt=1.0,1
succinct*	plrabn12.txt=1.0,1
succor*	asyoulik.txt=1.0,1
succour*	plrabn12.txt=1.0,1
such*	alice29.txt=2.6127838567197355,asyoulik.txt=2.556302500767287,lcet10.txt=2.832508912706236,plrabn12.txt=3.2227164711475833,4
suck*	asyoulik.txt=1.3010299956639813,1
suckd*	asyoulik.txt=1.0,1
sucked*	plrabn12.txt=1.0,1
sucks*	asyoulik.txt=1.0,1
sudden*	alice29.txt=1.6989700043360187,asyoulik.txt=1.6989700043360187,lcet10.txt=1.3010299956639813,plrabn12.txt=2.361727836017593,4
suddenly*	alice29.txt=2.113943352306837,asyoulik.txt=1.6020599913279623,plrabn12.txt=1.7781512503836434,3
sue*	plrabn12.txt=1.0,1
suet*	alice29.txt=1.0,1
suffer*	lcet10.txt=1.0,plrabn12.txt=1.9542425094393248,2
sufferance*	asyoulik.txt=1.0,plrabn12.txt=1.6020599913279623,2
suffered*	plrabn12.txt=1.3010299956639813,1
sufferedwith*	plrabn12.txt=1.0,1
suffering*	plrabn12.txt=1.6989700043360187,1
sufferings*	plrabn12.txt=1.3010299956639813,1
suffice*	asyoulik.txt=1.0,plrabn12.txt=1.7781512503836434,2
sufficed*	plrabn12.txt=1.4771212547196624,asyoulik.txt=1.0,2
sufficient*	plrabn12.txt=1.9542425094393248,lcet10.txt=1.8450980400142567,2
sufficiently*	lcet10.txt=1.4771212547196624,plrabn12.txt=1.0,2
suffrage*	plrabn12.txt=1.0,1
suffusion*	plrabn12.txt=1.0,1
sugar*	alice29.txt=1.0,asyoulik.txt=1.0,2
suggest*	lcet10.txt=1.3010299956639813,1
suggested*	plrabn12.txt=1.0,lcet10.txt=2.113943352306837,2
suggesting*	lcet10.txt=1.3010299956639813,1
suggestion*	lcet10.txt=1.9030899869919433,plrabn12.txt=1.3010299956639813,2
suggestions*	lcet10.txt=1.4771212547196624,plrabn12.txt=1.0,2
suggests*	lcet10.txt=1.6020599913279623,1
suit*	alice29.txt=1.4771212547196624,asyoulik.txt=1.6989700043360187,lcet10.txt=1.4771212547196624,plrabn12.txt=1.0,4
suitability*	lcet10.txt=1.0,1
suitable*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,xargs.1=1.0,3
suite*	lcet10.txt=1.6020599913279623,1
suitor*	asyoulik.txt=1.0,1
suitors*	plrabn12.txt=1.0,1
suits*	asyoulik.txt=1.6020599913279623,lcet10.txt=1.0,2
sulkily*	alice29.txt=1.3010299956639813,1
sulky*	alice29.txt=1.4771212547196624,1
sullen*	asyoulik.txt=1.0,1
sulphur*	plrabn12.txt=1.4771212547196624,1
sulphurous*	plrabn12.txt=1.4771212547196624,1
sultan*	plrabn12.txt=1.3010299956639813,1
sum*	asyoulik.txt=1.3010299956639813,plrabn12.txt=1.6020599913279623,2
sumless*	plrabn12.txt=1.0,1
summaries*	lcet10.txt=1.0,1
summarized*	lcet10.txt=1.3010299956639813,1
summarizing*	lcet10.txt=1.0,1
summary*	lcet10.txt=1.6989700043360187,xargs.1=1.0,2
summed*	plrabn12.txt=1.4771212547196624,1
summer*	lcet10.txt=1.6989700043360187,alice29.txt=1.3010299956639813,2
summers*	plrabn12.txt=1.8450980400142567,1
summon*	plrabn12.txt=1.0,1
summoned*	plrabn12.txt=1.3010299956639813,1
summoning*	lcet10.txt=1.0,plrabn12.txt=1.0,2
summons*	plrabn12.txt=1.6020599913279623,1
sums*	plrabn12.txt=1.3010299956639813,1
sun*	cp.html=1.0,alice29.txt=1.3010299956639813,asyoulik.txt=1.4771212547196624,lcet10.txt=1.7781512503836434,plrabn12.txt=2.7481880270062007,5
sunbeam*	plrabn12.txt=1.0,1
sunbright*	plrabn12.txt=1.0,1
sunderd*	asyoulik.txt=1.0,1
sundrys*	asyoulik.txt=1.0,1
sung*	plrabn12.txt=2.322219294733919,1
sunil*	cp.html=1.0,1
sunk*	plrabn12.txt=2.113943352306837,1
sunken*	asyoulik.txt=1.0,1
sunlight*	plrabn12.txt=1.0,1
sunny*	plrabn12.txt=1.4771212547196624,1
suns*	plrabn12.txt=2.0,1
sunshine*	plrabn12.txt=1.0,1
superbook*	lcet10.txt=1.3010299956639813,1
supercomputers*	lcet10.txt=1.3010299956639813,1
superficial*	lcet10.txt=1.0,1
superficially*	plrabn12.txt=1.0,1
superfluous*	plrabn12.txt=1.6020599913279623,1
superior*	lcet10.txt=1.6020599913279623,plrabn12.txt=1.0,2
superiour*	plrabn12.txt=2.041392685158225,1
supernal*	plrabn12.txt=1.4771212547196624,1
supernumerary*	plrabn12.txt=1.0,1
superstition*	plrabn12.txt=1.0,1
superstitions*	plrabn12.txt=1.0,1
supper*	plrabn12.txt=1.0,1
supperfruits*	plrabn12.txt=1.0,1
suppers*	asyoulik.txt=1.0,1
supplanted*	plrabn12.txt=1.0,1
supple*	alice29.txt=1.0,plrabn12.txt=1.3010299956639813,2
supplement*	lcet10.txt=1.3010299956639813,1
supplemented*	lcet10.txt=1.0,1
suppliant*	plrabn12.txt=1.3010299956639813,1
supplication*	plrabn12.txt=1.3010299956639813,1
supplied*	asyoulik.txt=1.0,lcet10.txt=1.0,2
suppliers*	lcet10.txt=1.0,1
supplies*	lcet10.txt=1.0,1
supply*	plrabn12.txt=1.6020599913279623,1
support*	plrabn12.txt=1.6989700043360187,asyoulik.txt=1.0,fields.c=1.3010299956639813,lcet10.txt=2.361727836017593,4
supported*	lcet10.txt=1.8450980400142567,plrabn12.txt=1.0,2
supporter*	lcet10.txt=1.0,1
supporting*	lcet10.txt=1.8450980400142567,1
supportive*	lcet10.txt=1.3010299956639813,1
supports*	lcet10.txt=1.3010299956639813,1
suppose*	alice29.txt=2.1461280356782377,plrabn12.txt=1.3010299956639813,2
supposed*	lcet10.txt=1.0,plrabn12.txt=1.7781512503836434,2
supposedly*	lcet10.txt=1.0,1
supposest*	plrabn12.txt=1.0,1
suppress*	alice29.txt=1.0,1
suppressed*	alice29.txt=1.6020599913279623,plrabn12.txt=1.0,2
supremacy*	plrabn12.txt=1.3010299956639813,1
supreme*	plrabn12.txt=2.3010299956639813,1
sups*	plrabn12.txt=1.0,1
surceased*	plrabn12.txt=1.0,1
surcharged*	plrabn12.txt=1.4771212547196624,1
sure*	asyoulik.txt=2.041392685158225,alice29.txt=2.380211241711606,lcet10.txt=1.3010299956639813,plrabn12.txt=2.230448921378274,4
surely*	asyoulik.txt=1.0,plrabn12.txt=1.0,2
surer*	plrabn12.txt=1.4771212547196624,1
surest*	plrabn12.txt=1.3010299956639813,1
surety*	plrabn12.txt=1.0,1
surface*	plrabn12.txt=1.0,1
surfeit*	plrabn12.txt=1.4771212547196624,1
surge*	plrabn12.txt=1.3010299956639813,1
surgery*	asyoulik.txt=1.0,1
surging*	plrabn12.txt=1.4771212547196624,1
surmise*	plrabn12.txt=1.3010299956639813,1
surmountable*	lcet10.txt=1.0,1
surmounts*	plrabn12.txt=1.0,1
surpass*	plrabn12.txt=1.4771212547196624,1
surpassed*	plrabn12.txt=1.0,1
surpassest*	plrabn12.txt=1.0,1
surpassing*	plrabn12.txt=1.3010299956639813,1
surprisal*	plrabn12.txt=1.0,1
surprise*	plrabn12.txt=1.6989700043360187,alice29.txt=1.6989700043360187,2
surprised*	alice29.txt=1.8450980400142567,lcet10.txt=1.3010299956639813,plrabn12.txt=1.7781512503836434,3
surprising*	lcet10.txt=1.0,1
surprisingly*	lcet10.txt=1.3010299956639813,1
surrender*	plrabn12.txt=1.0,1
surround*	plrabn12.txt=1.0,1
surrounding*	lcet10.txt=1.8450980400142567,plrabn12.txt=1.0,2
surrounds*	plrabn12.txt=1.0,1
survey*	plrabn12.txt=1.0,asyoulik.txt=1.0,2
surveyd*	plrabn12.txt=1.0,1
surveyed*	lcet10.txt=1.0,plrabn12.txt=1.3010299956639813,2
surveying*	plrabn12.txt=1.0,1
surveys*	plrabn12.txt=1.3010299956639813,1
surviving*	lcet10.txt=1.0,1
sus*	plrabn12.txt=1.0,1
susa*	plrabn12.txt=1.0,1
susan*	lcet10.txt=2.1461280356782377,1
suspect*	plrabn12.txt=1.3010299956639813,1
suspected*	plrabn12.txt=1.3010299956639813,1
suspend*	plrabn12.txt=1.0,1
suspended*	plrabn12.txt=1.0,1
suspense*	plrabn12.txt=1.4771212547196624,1
suspicion*	lcet10.txt=1.0,plrabn12.txt=1.3010299956639813,2
suspicious*	plrabn12.txt=1.3010299956639813,1
sustain*	plrabn12.txt=1.8450980400142567,1
sustained*	lcet10.txt=1.0,plrabn12.txt=1.6989700043360187,2
sustaining*	lcet10.txt=1.0,1
svecseq1locgov*	lcet10.txt=1.0,1
swage*	plrabn12.txt=1.0,1
swaggerer*	asyoulik.txt=1.0,1
swain*	asyoulik.txt=1.0,1
swallow*	alice29.txt=1.0,1
swallowed*	alice29.txt=1.0,plrabn12.txt=1.4771212547196624,2
swallowing*	alice29.txt=1.0,1
swallows*	plrabn12.txt=1.0,1
swam*	alice29.txt=1.6989700043360187,asyoulik.txt=1.0,2
swan*	plrabn12.txt=1.0,1
swans*	asyoulik.txt=1.0,1
swarm*	plrabn12.txt=1.3010299956639813,1
swarmed*	plrabn12.txt=1.4771212547196624,1
swarming*	plrabn12.txt=1.4771212547196624,1
swashing*	asyoulik.txt=1.0,1
sway*	asyoulik.txt=1.0,plrabn12.txt=1.9030899869919433,2
swayed*	plrabn12.txt=1.0,1
sways*	plrabn12.txt=1.0,1
swear*	asyoulik.txt=1.8450980400142567,1
swearest*	asyoulik.txt=1.0,1
swearing*	asyoulik.txt=1.3010299956639813,1
swears*	asyoulik.txt=1.4771212547196624,1
sweat*	plrabn12.txt=1.4771212547196624,asyoulik.txt=1.6020599913279623,2
sweaty*	plrabn12.txt=1.0,1
sweep*	asyoulik.txt=1.0,1
sweet*	asyoulik.txt=2.322219294733919,plrabn12.txt=2.740362689494244,2
sweeter*	plrabn12.txt=1.0,1
sweetest*	asyoulik.txt=1.3010299956639813,plrabn12.txt=1.6020599913279623,2
sweetly*	asyoulik.txt=1.0,1
sweetness*	plrabn12.txt=1.4771212547196624,1
sweets*	plrabn12.txt=1.4771212547196624,1
sweetsmelling*	plrabn12.txt=1.3010299956639813,1
sweettempered*	alice29.txt=1.0,1
swelling*	plrabn12.txt=1.3010299956639813,1
swerve*	plrabn12.txt=1.4771212547196624,1
swerved*	plrabn12.txt=1.0,1
swift*	asyoulik.txt=1.4771212547196624,plrabn12.txt=2.361727836017593,2
swifter*	plrabn12.txt=1.0,1
swiftest*	plrabn12.txt=1.3010299956639813,1
swiftly*	asyoulik.txt=1.0,plrabn12.txt=1.0,2
swiftness*	plrabn12.txt=1.3010299956639813,1
swim*	alice29.txt=1.6989700043360187,plrabn12.txt=1.6020599913279623,2
swimming*	alice29.txt=1.3010299956639813,1
swims*	plrabn12.txt=1.3010299956639813,1
switch*	fields.c=1.0,1
swoon*	asyoulik.txt=1.4771212547196624,1
swoons*	asyoulik.txt=1.0,1
swora*	lcet10.txt=1.0,1
sword*	asyoulik.txt=1.6989700043360187,lcet10.txt=1.6020599913279623,plrabn12.txt=2.041392685158225,3
swordlaw*	plrabn12.txt=1.0,1
swords*	asyoulik.txt=1.0,plrabn12.txt=1.3010299956639813,2
swore*	asyoulik.txt=1.4771212547196624,plrabn12.txt=1.0,2
sworn*	asyoulik.txt=1.0,plrabn12.txt=1.6020599913279623,2
swum*	plrabn12.txt=1.6020599913279623,1
sybstance*	plrabn12.txt=1.0,1
syllabus*	lcet10.txt=1.0,1
sylvan*	plrabn12.txt=1.3010299956639813,1
sylvanus*	plrabn12.txt=1.0,1
symbols*	plrabn12.txt=1.0,1
sympathy*	plrabn12.txt=1.4771212547196624,1
symphonies*	plrabn12.txt=1.4771212547196624,1
symphonious*	plrabn12.txt=1.0,1
symphony*	plrabn12.txt=1.0,1
symposium*	lcet10.txt=1.4771212547196624,1
synchronization*	lcet10.txt=1.3010299956639813,1
synchronizing*	lcet10.txt=1.0,1
synergy*	lcet10.txt=1.3010299956639813,1
synod*	asyoulik.txt=1.0,plrabn12.txt=1.6020599913279623,2
synopsis*	xargs.1=1.0,1
syntactic*	lcet10.txt=1.0,1
syntax*	grammar.lsp=1.0,1
synthesis*	lcet10.txt=1.3010299956639813,1
syrian*	plrabn12.txt=1.6020599913279623,1
syrtis*	plrabn12.txt=1.0,1
system*	fields.c=1.0,lcet10.txt=3.0043213737826426,2
systema*	cp.html=1.0,1
systematic*	lcet10.txt=1.0,1
systematically*	lcet10.txt=1.0,1
systemi*	cp.html=1.0,1
systemindependent*	lcet10.txt=1.3010299956639813,1
systemindependentarchival*	lcet10.txt=1.0,1
systemindependentinsofar*	lcet10.txt=1.0,1
systems*	lcet10.txt=2.57978359661681,1
systemsa*	cp.html=1.3010299956639813,1
systemsbuilding*	lcet10.txt=1.0,1
systemsi*	cp.html=1.0,1
systemsonly*	lcet10.txt=1.0,1
t*	alice29.txt=1.0,grammar.lsp=1.3010299956639813,lcet10.txt=1.0,plrabn12.txt=1.4771212547196624,xargs.1=1.0,5
t1*	lcet10.txt=1.3010299956639813,1
tabernacle*	plrabn12.txt=1.3010299956639813,1
tabernacles*	plrabn12.txt=1.0,1
table*	lcet10.txt=1.6989700043360187,alice29.txt=2.2552725051033056,asyoulik.txt=1.3010299956639813,plrabn12.txt=1.3010299956639813,4
tableraised*	plrabn12.txt=1.0,1
tables*	plrabn12.txt=1.0,lcet10.txt=1.0,2
tabular*	lcet10.txt=1.3010299956639813,1
tackle*	plrabn12.txt=1.0,1
taen*	asyoulik.txt=1.7781512503836434,1
tag*	lcet10.txt=2.3979400086720375,1
tagged*	lcet10.txt=2.041392685158225,1
tagging*	lcet10.txt=2.2041199826559246,1
taggings*	lcet10.txt=1.0,1
tags*	lcet10.txt=1.9542425094393248,1
tail*	alice29.txt=1.9542425094393248,plrabn12.txt=1.0,2
tailored*	lcet10.txt=1.6989700043360187,1
tailors*	asyoulik.txt=1.0,1
tails*	alice29.txt=1.4771212547196624,1
taint*	plrabn12.txt=1.6020599913279623,1
tainted*	plrabn12.txt=1.0,1
take*	plrabn12.txt=1.6020599913279623,alice29.txt=2.322219294733919,asyoulik.txt=2.5314789170422554,lcet10.txt=2.447158031342219,4
taken*	asyoulik.txt=1.3010299956639813,alice29.txt=1.6020599913279623,lcet10.txt=1.9030899869919433,plrabn12.txt=1.4771212547196624,xargs.1=1.0,5
takes*	alice29.txt=1.3010299956639813,asyoulik.txt=1.0,lcet10.txt=2.1760912590556813,plrabn12.txt=1.0,4
taking*	lcet10.txt=2.041392685158225,alice29.txt=1.6989700043360187,2
tale*	alice29.txt=1.6020599913279623,asyoulik.txt=1.3010299956639813,2
talented*	lcet10.txt=1.0,1
talents*	lcet10.txt=1.3010299956639813,1
talk*	alice29.txt=2.1461280356782377,asyoulik.txt=1.7781512503836434,lcet10.txt=2.2041199826559246,plrabn12.txt=1.6989700043360187,4
talked*	lcet10.txt=1.0,plrabn12.txt=1.6020599913279623,2
talking*	asyoulik.txt=1.3010299956639813,alice29.txt=2.230448921378274,lcet10.txt=1.7781512503836434,plrabn12.txt=1.3010299956639813,4
talks*	asyoulik.txt=1.0,lcet10.txt=1.0,2
talkyet*	plrabn12.txt=1.0,1
tall*	asyoulik.txt=1.4771212547196624,plrabn12.txt=1.6020599913279623,2
taller*	alice29.txt=1.3010299956639813,1
tallest*	plrabn12.txt=1.0,1
tamara*	lcet10.txt=1.0,1
tame*	asyoulik.txt=1.0,plrabn12.txt=1.0,2
tamed*	plrabn12.txt=1.0,1
tamely*	plrabn12.txt=1.0,1
tangle*	asyoulik.txt=1.0,1
tangles*	plrabn12.txt=1.0,1
tangling*	plrabn12.txt=1.0,1
tantalus*	plrabn12.txt=1.0,1
tape*	lcet10.txt=1.4771212547196624,1
tapes*	lcet10.txt=2.0,1
tapster*	asyoulik.txt=1.0,1
tar*	asyoulik.txt=1.3010299956639813,1
tardy*	asyoulik.txt=1.0,plrabn12.txt=1.0,2
targe*	plrabn12.txt=1.0,1
target*	lcet10.txt=1.4771212547196624,1
tarred*	asyoulik.txt=1.0,1
tarry*	asyoulik.txt=1.0,1
tarsus*	plrabn12.txt=1.0,1
tartar*	plrabn12.txt=1.3010299956639813,1
tartarean*	plrabn12.txt=1.0,1
tartareous*	plrabn12.txt=1.0,1
tartarus*	plrabn12.txt=1.3010299956639813,1
tarts*	alice29.txt=1.8450980400142567,1
task*	lcet10.txt=1.7781512503836434,plrabn12.txt=1.8450980400142567,2
tasks*	lcet10.txt=1.6020599913279623,1
taskthe*	lcet10.txt=1.0,1
taste*	alice29.txt=1.3010299956639813,asyoulik.txt=1.4771212547196624,plrabn12.txt=2.6989700043360187,3
tasted*	alice29.txt=1.4771212547196624,plrabn12.txt=1.9542425094393248,2
tastes*	plrabn12.txt=1.3010299956639813,alice29.txt=1.0,asyoulik.txt=1.0,3
tasting*	plrabn12.txt=1.7781512503836434,1
taught*	alice29.txt=1.6020599913279623,asyoulik.txt=1.6989700043360187,plrabn12.txt=2.2552725051033056,3
taunting*	asyoulik.txt=1.0,1
tauris*	plrabn12.txt=1.0,1
taurus*	plrabn12.txt=1.3010299956639813,1
tawny*	plrabn12.txt=1.0,1
tax*	asyoulik.txt=1.0,1
taxation*	asyoulik.txt=1.0,1
taxed*	asyoulik.txt=1.0,1
taxing*	asyoulik.txt=1.0,1
taxonomic*	lcet10.txt=1.0,1
tc*	lcet10.txt=1.6020599913279623,1
tcpip*	lcet10.txt=1.4771212547196624,1
tea*	alice29.txt=2.0791812460476247,1
teach*	asyoulik.txt=1.0,lcet10.txt=1.4771212547196624,plrabn12.txt=1.7781512503836434,3
teacher*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,2
teachers*	plrabn12.txt=1.0,lcet10.txt=2.414973347970818,2
teaches*	lcet10.txt=1.0,1
teacheth*	asyoulik.txt=1.0,1
teaching*	alice29.txt=1.0,asyoulik.txt=1.0,lcet10.txt=1.9030899869919433,3
teacup*	alice29.txt=1.4771212547196624,1
teacups*	alice29.txt=1.3010299956639813,1
team*	lcet10.txt=1.9542425094393248,1
teanot*	alice29.txt=1.0,1
teaparty*	alice29.txt=1.3010299956639813,1
teapot*	alice29.txt=1.0,1
tear*	asyoulik.txt=1.0,plrabn12.txt=1.0,2
tears*	alice29.txt=2.041392685158225,asyoulik.txt=1.9542425094393248,plrabn12.txt=2.113943352306837,3
teases*	alice29.txt=1.0,1
teathings*	alice29.txt=1.0,1
teatime*	alice29.txt=1.3010299956639813,1
teatray*	alice29.txt=1.0,1
teats*	plrabn12.txt=1.0,1
technical*	lcet10.txt=2.447158031342219,1
technicalities*	lcet10.txt=1.3010299956639813,1
technicaljournal*	lcet10.txt=1.0,1
technically*	lcet10.txt=1.3010299956639813,1
technician*	lcet10.txt=1.3010299956639813,1
technicians*	lcet10.txt=1.0,1
technique*	lcet10.txt=1.6020599913279623,1
techniques*	lcet10.txt=1.8450980400142567,1
techniquesi*	cp.html=1.0,1
technological*	lcet10.txt=1.4771212547196624,1
technologically*	lcet10.txt=1.3010299956639813,1
technologies*	cp.html=1.4771212547196624,lcet10.txt=2.342422680822206,2
technologiesa*	cp.html=1.0,1
technologists*	lcet10.txt=1.0,1
technology*	lcet10.txt=3.0334237554869494,1
technologya*	cp.html=1.0,1
technologyi*	cp.html=1.0,1
technologyintensive*	lcet10.txt=1.0,1
ted*	lcet10.txt=1.0,1
tedded*	plrabn12.txt=1.0,1
tedious*	asyoulik.txt=1.4771212547196624,plrabn12.txt=1.6020599913279623,2
teemed*	plrabn12.txt=1.0,1
teeth*	alice29.txt=1.0,asyoulik.txt=1.3010299956639813,2
tei*	lcet10.txt=2.7481880270062007,1
teiconformant*	lcet10.txt=1.4771212547196624,1
teiwill*	lcet10.txt=1.0,1
telassar*	plrabn12.txt=1.0,1
telecommunication*	cp.html=1.0,lcet10.txt=1.0,2
telecommunications*	lcet10.txt=1.6020599913279623,1
telegraph*	lcet10.txt=1.3010299956639813,1
teleinformaticaa*	cp.html=1.0,1
telephone*	lcet10.txt=1.6989700043360187,1
telescope*	alice29.txt=1.4771212547196624,1
telescopes*	alice29.txt=1.0,1
television*	lcet10.txt=1.0,1
tell*	alice29.txt=2.4913616938342726,asyoulik.txt=2.462397997898956,lcet10.txt=1.7781512503836434,plrabn12.txt=2.342422680822206,4
tellest*	plrabn12.txt=1.3010299956639813,1
telling*	alice29.txt=1.3010299956639813,plrabn12.txt=1.0,2
tells*	alice29.txt=1.3010299956639813,lcet10.txt=1.4771212547196624,plrabn12.txt=1.6020599913279623,3
tellst*	asyoulik.txt=1.0,1
telnet*	lcet10.txt=1.0,1
temirs*	plrabn12.txt=1.0,1
temper*	alice29.txt=1.6989700043360187,plrabn12.txt=2.0,2
temperance*	plrabn12.txt=1.6989700043360187,1
temperate*	plrabn12.txt=1.3010299956639813,1
tempered*	asyoulik.txt=1.0,plrabn12.txt=1.6020599913279623,2
tempering*	plrabn12.txt=1.0,1
tempers*	plrabn12.txt=1.0,1
tempest*	plrabn12.txt=1.6989700043360187,1
tempestuous*	plrabn12.txt=1.4771212547196624,1
temple*	asyoulik.txt=1.0,plrabn12.txt=2.113943352306837,2
temples*	plrabn12.txt=1.4771212547196624,1
temporal*	lcet10.txt=1.0,plrabn12.txt=1.0,2
temporary*	lcet10.txt=1.0,1
tempt*	plrabn12.txt=1.6989700043360187,1
temptation*	plrabn12.txt=1.6020599913279623,1
temptations*	plrabn12.txt=1.3010299956639813,1
tempted*	plrabn12.txt=1.4771212547196624,1
tempter*	plrabn12.txt=1.9542425094393248,1
tempting*	plrabn12.txt=1.6020599913279623,1
tempts*	plrabn12.txt=1.0,1
ten*	alice29.txt=1.7781512503836434,asyoulik.txt=1.3010299956639813,lcet10.txt=2.0791812460476247,plrabn12.txt=2.113943352306837,4
tend*	lcet10.txt=1.4771212547196624,plrabn12.txt=1.9542425094393248,2
tendance*	plrabn12.txt=1.3010299956639813,1
tended*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,2
tendency*	lcet10.txt=1.3010299956639813,1
tender*	asyoulik.txt=1.3010299956639813,plrabn12.txt=1.7781512503836434,2
tenderly*	plrabn12.txt=1.0,1
tending*	plrabn12.txt=1.6020599913279623,1
tendrils*	plrabn12.txt=1.0,1
tends*	lcet10.txt=1.7781512503836434,plrabn12.txt=1.3010299956639813,2
teneriff*	plrabn12.txt=1.0,1
tenfold*	plrabn12.txt=1.6020599913279623,1
tennessee*	lcet10.txt=1.0,1
tenor*	asyoulik.txt=1.0,1
tenour*	plrabn12.txt=1.0,1
tense*	grammar.lsp=2.5314789170422554,1
tensevp1*	grammar.lsp=1.0,1
tension*	lcet10.txt=1.3010299956639813,1
tent*	plrabn12.txt=1.0,1
tenth*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,2
tents*	plrabn12.txt=2.0,1
tenure*	lcet10.txt=1.0,1
tepid*	plrabn12.txt=1.0,1
terabyte*	lcet10.txt=1.4771212547196624,1
terabytes*	lcet10.txt=1.0,1
term*	asyoulik.txt=1.3010299956639813,lcet10.txt=2.041392685158225,2
termed*	lcet10.txt=1.6020599913279623,1
terminal*	lcet10.txt=1.0,xargs.1=1.0,2
terminaland*	lcet10.txt=1.0,1
terminals*	lcet10.txt=1.0,1
terminate*	xargs.1=1.0,1
terminated*	xargs.1=1.0,1
terminating*	xargs.1=1.0,1
terminology*	lcet10.txt=1.3010299956639813,1
terms*	alice29.txt=1.0,asyoulik.txt=1.3010299956639813,lcet10.txt=2.414973347970818,plrabn12.txt=1.7781512503836434,4
ternate*	plrabn12.txt=1.0,1
terrene*	plrabn12.txt=1.0,1
terrestrial*	lcet10.txt=1.0,plrabn12.txt=1.6020599913279623,2
terrible*	plrabn12.txt=1.8450980400142567,1
terribly*	alice29.txt=1.0,lcet10.txt=1.0,2
terrier*	alice29.txt=1.0,1
terrifick*	plrabn12.txt=1.0,1
terrified*	plrabn12.txt=1.0,1
terrify*	plrabn12.txt=1.0,1
territory*	asyoulik.txt=1.0,plrabn12.txt=1.0,2
terror*	plrabn12.txt=1.6020599913279623,alice29.txt=1.0,2
terrors*	plrabn12.txt=1.3010299956639813,1
terrour*	plrabn12.txt=1.9542425094393248,1
terrours*	plrabn12.txt=1.3010299956639813,1
tertiary*	lcet10.txt=1.0,1
test*	cp.html=1.0,grammar.lsp=1.0,lcet10.txt=2.2041199826559246,3
testa*	cp.html=1.0,1
testament*	asyoulik.txt=1.3010299956639813,lcet10.txt=1.0,2
tested*	lcet10.txt=1.4771212547196624,1
testified*	plrabn12.txt=1.0,1
testifies*	plrabn12.txt=1.0,1
testimony*	asyoulik.txt=1.0,lcet10.txt=1.3010299956639813,plrabn12.txt=1.3010299956639813,3
testing*	lcet10.txt=2.0,1
tests*	lcet10.txt=1.3010299956639813,1
text*	cp.html=1.7781512503836434,lcet10.txt=3.4941545940184424,2
textcoding*	lcet10.txt=1.7781512503836434,1
textconversion*	lcet10.txt=1.0,1
textencoding*	lcet10.txt=1.4771212547196624,1
textinterchange*	lcet10.txt=1.0,1
texts*	lcet10.txt=3.08278537031645,1
textsome*	lcet10.txt=1.0,1
textual*	lcet10.txt=2.322219294733919,1
texture*	plrabn12.txt=1.3010299956639813,1
th*	plrabn12.txt=2.851258348719075,xargs.1=1.0,2
thammuz*	plrabn12.txt=1.3010299956639813,1
thamyris*	plrabn12.txt=1.0,1
than*	alice29.txt=2.380211241711606,asyoulik.txt=2.857332496431268,lcet10.txt=2.9542425094393248,plrabn12.txt=3.1613680022349744,xargs.1=1.0,5
thank*	alice29.txt=1.6020599913279623,asyoulik.txt=2.230448921378274,lcet10.txt=1.0,plrabn12.txt=1.3010299956639813,4
thanked*	alice29.txt=1.0,1
thankful*	asyoulik.txt=1.0,1
thanks*	lcet10.txt=1.3010299956639813,asyoulik.txt=1.4771212547196624,plrabn12.txt=1.6989700043360187,3
that*	asyoulik.txt=3.5340261060561344,lcet10.txt=4.012837224705172,plrabn12.txt=3.8481891169913984,xargs.1=1.0,alice29.txt=3.4409090820652173,5
thatched*	alice29.txt=1.0,asyoulik.txt=1.0,2
thatit*	alice29.txt=1.0,1
thatll*	alice29.txt=1.0,1
thatonly*	alice29.txt=1.0,1
thats*	alice29.txt=2.518513939877887,asyoulik.txt=1.6989700043360187,cp.html=1.0,3
thaw*	plrabn12.txt=1.0,1
thaws*	plrabn12.txt=1.0,1
the*	plrabn12.txt=4.475380593143361,alice29.txt=4.212187604403958,asyoulik.txt=3.843232778098009,cp.html=1.6989700043360187,fields.c=2.2041199826559246,grammar.lsp=1.7781512503836434,lcet10.txt=4.594060901270418,xargs.1=2.633468455579586,8
thea*	lcet10.txt=1.0,1
theatre*	asyoulik.txt=1.0,plrabn12.txt=1.0,2
thebes*	plrabn12.txt=1.3010299956639813,1
